title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa
Motivating arm-hand use for stroke patients by serious games.,2012.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Wearables","Tangibility, Touch",Usuário único,,
"Move, Beam, and Check! Imagineering Tangible Optical Chess on An Interactive Tabletop Display",2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Multi-touch, Tangibility",Colaboração presencial,TTT (Tangible Tracking Table),
MovemenTable: The Design of Moving Interactive Tabletops,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
Multi-tabletop System to Support Collaborative Design Assessment,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,"Multi-Device, Front-Projected","Pen, Sensor-Assisted-Vision-Based",Tangibility,Colaboração presencial,,
Multi-user interface and interactions on direct-touch horizontal surfaces: collaborative tabletop research at MERL,2006.0,IEEE Digital Library,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Multi-view is useful for more accurate understanding of object in a virtual soccer field,2013.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
"MultiSpace: enabling electronic document micro-mobility in table-centric, multi-device environments",2006.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Multimedia Framework for Application of Spatial Auditory Information to Learning Materials,2013.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Front-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
Multimodal Segmentation on a Large Interactive Tabletop: Extending Interaction on Horizontal Surfaces with Gaze,2016.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Eye-Tracking, Pure-Vision-Based","Gaze, Multi-touch",Usuário único,,45”
Multimodal Split View Tabletop Interaction Over Existing Applications,2007.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Multimodal multiplayer tabletop gaming,2007.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Music browsing using a tabletop display,2007.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Nervixxx: A Video Performance System with Neural Interfaces,2009.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Tangible-Tokens, Wearables",Tangibility,Usuário único,,
New Human-Computer Interactions Using Tangible Objects: Application on a Digital Tabletop with RFID Technology,2009.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Multi-touch, Tangibility",Colaboração presencial,TTT (Tangible Tracking Table),
NoProblem! A Collaborative Interface for Teaching Conversation Skills to Children with High Functioning Autism Spectrum Disorder,2014.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,DiamondTouch,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Novel interaction techniques based on a combination of hand and foot gestures in tabletop environments,2012.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Gesture, Multi-touch",Usuário único,,45”
ObjecTop: Occlusion awareness of physical objects on interactive tabletops,2013.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Occlusion-aware interaction techniques for tabletop systems,2012.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,46”
On the Integration of Tangible Elements with Multi-touch Surfaces for the Collaborative Creation of Concept Maps,2016.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração remota,,
OrMiS: a tabletop interface for simulation-based training,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,PQ Labs G4S 55”,
OverTop: Breaking the Boundaries of Tangible Tabletop Environments,2018.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Headset, Front-Projected",Pure-Vision-Based,Gesture,Usuário único,OverTop,
PATI: a projection-based augmented table-top interface for robot programming,2019.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Sensor-Assisted-Vision-Based,"Gesture, Multi-touch",Usuário único,,
PTPG: A Poisson Triangular Pattern Generator for Tokens on Tangible Surfaces,2020.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Electrical-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Pac-pac: pinching gesture recognition for tabletop entertainment system,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Pure-Vision-Based,Gesture,Colaboração presencial,,46”
Painting an Apple with an Apple: A Tangible Tabletop Interface for Painting with Physical Objects,2018.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,UnicrePaint,
PapARt: Interactive 3D graphics and multi-touch augmented paper for artistic creation,2012.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based","Gesture, Multi-touch, Tangibility",Usuário único,,
Paper-based concept map: the effects of tabletop on an expressive collaborative learning task,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,50”
Paper-top interface for supporting note-taking and its preliminary experiment,2010.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,
Pen and paper techniques for physical customisation of tabletop interfaces,2008.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,
Pen and touch gestural environment for document editing on interactive tabletops,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Electrical-Based, Pen","Gesture, Multi-touch, Tangibility",Usuário único,DiamondTouch + Anoto Pen,42”
Pen-based Interaction with Spreadsheets in Mobile Virtual Reality,2020.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Headset","Electrical-Based, Eye-Tracking, Pen, Wearables","Gaze, Gesture, Multi-touch, Tangibility",Usuário único,,
PeriTop: Extending back-projected tabletops with top-projected peripheral displays,2013.0,Scopus,Study describing digital tabletop techniques,Accepted,,"Embedded, Front-Projected","Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40 + Top Projector + Kinect,40”
Permulin: collaboration on interactive surfaces with personal in- and output,2013.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Pure-Vision-Based,Multi-touch,Colaboração presencial,,
Permulin: mixed-focus collaboration on multi-view tabletops,2014.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Multi-Device",Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,52″
Personal assistant agents and multi-agent middleware for CSCW,2012.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
Personal digital historian: story sharing around the table,2003.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
PhotoelasticTouch: transparent rubbery tangible interface using an LCD and photoelasticity,2009.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Pure-Vision-Based,Multi-touch,Colaboração presencial,,
Phylo-Genie: engaging students in collaborative 'tree-thinking' through tabletop techniques,2012.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Physical dimensions of children's touchscreen interactions: Lessons from five years of study on the MTAGIC project,2019.0,Science@Direct,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Physical space and division of labor around a tabletop tangible simulation,2009.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Physiopucks: Increasing User Motivation by Combining Tangible and Implicit Physiological Interaction,2016.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,reacTable,
Players and Performance: Opportunities for Social Interaction with Augmented Tabletop Games at Centres for Children with Autism,2022.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Electrical-Based, Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Pointing gestures accelerate collaborative problem-solving on tangible user interfaces,2025.0,Scopus,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction MT550,"55"""
Pop-up digital tabletop: seamless integration of 2D and 3D visualizations in a tabletop environment,2019.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,
Poster: Overtop: Breaking the boundaries of tangible tabletop environments,2018.0,Scopus,Study describing digital tabletop techniques,Accepted,,"Embedded, Headset, Front-Projected","Electrical-Based, Sensor-Assisted-Vision-Based","Gesture, Multi-touch, Tangibility",Usuário único,,
Preparing for Future Learning with a Tangible User Interface: The Case of Neuroscience,2013.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pen, Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Presence disparity in mixed presence collaboration,2008.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Touch,Colaboração presencial,,46”
Presenting a Large Urban Area in a Virtual Maquette: An Integrated 3D Model with a ‘Tangible User Interface’,2006.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Projectron mapping: the exercise and extension of augmented workspaces for learning electronic modeling through projection mapping,2014.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Front-Projected",Pure-Vision-Based,"Tangibility, Touch",Colaboração presencial,,
Prototype of operator interface for monitoring and controlling in the mobile control room,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
PuzzleTale: A tangible puzzle game for interactive storytelling,2011.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
RAMPARTS: Supporting Sensemaking with Spatially-Aware Mobile Interactions,2016.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Multi-Device,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
RFID interactive tabletop application with tangible objects: exploratory study to observe young children’ behaviors,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense,42.5”
RFID-based tangible and touch tabletop for dual reality in crisis management context,2021.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense 2,42.5”
Raptor: sketching games with a tabletop computer,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Re-collision: a collision reconstruction forensics tabletop interface,2012.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Re-defining learning experience for kids,2014.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Reactoon: Storytelling in a Tangible Environment,2010.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Read-It: five-to-seven-year-old children learn to read in a tabletop environment,2004.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,Visual Interaction Platform (VIP),
Real-time algorithmic composition with a tabletop musical interface: a first prototype and performance,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,reacTable,
"RealTimeChess: lessons from a participatory design process for a collaborative multi-touch, multi-user game",2011.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Recognizing Unintentional Touch on Interactive Tabletop,2020.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,"Electrical-Based, Eye-Tracking","Gaze, Multi-touch",Usuário único,,102”
Reducing the Cognitive Load of Playing a Digital Tabletop Game with a Multimodal Interface,2022.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Speech, Tangibility",Colaboração presencial,MultiTaction MT550 + Speech,"55"""
Reformulating clancey's generic tasks for bridging both sides of dual reality,2017.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,TangiSense interactive tabletop,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense,42.5”
Research on a Large Digital Desktop Integrated in a Traditional Environment for Informal Collaboration,2013.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Tangibility, Touch",Colaboração presencial,,
Research on the tangible tabletop interaction system based on the optical sensors,2011.0,Scopus,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Tangibility, Touch",Colaboração presencial,,
Rethinking 'Multi-user': An in-the-wild study of how groups approach a walk-up-and-use tabletop interface,2011.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
RoboJockey: Designing an Entertainment Experience with Robots,2016.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,FlexScan T2351W by EIZO,23”
"RoboJockey: real-time, simultaneous, and continuous creation of robot actions for everyone",2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Electrical-Based, Pen",Multi-touch,Colaboração presencial,LCD-AD221FB-T by IO Data,"21.5"""
RoboJockey: robotic dance entertainment for all,2012.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Pen, Sensor-Assisted-Vision-Based",Multi-touch,Colaboração presencial,,23”
RoboTable: a tabletop framework for tangible interaction with robots in a mixed reality,2009.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
SIDES: a cooperative tabletop computer game for social skills development,2006.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
SLAP widgets: bridging the gap between virtual and physical controls on tabletops,2009.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
SLFiducials: 6DoF markers for tabletop interaction,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
SciSketch: a tabletop collaborative sketching system,2014.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based",Tangibility,Colaboração presencial,,
Sea of Genes: A Reflection on Visualising Metagenomic Data for Museums,2021.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,3M 65” touch-table,"65"""
Search on surfaces: Exploring the potential of interactive tabletops for collaborative search tasks,2010.0,Science@Direct,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Semantic Approach to Analyze Creativity Corpus,2017.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Semiautomatic and User-Centered Orientation of Digital Artifacts on Multi-touch Tabletops,2012.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,83”
Sensor-Augmented Virtual Labs: Using Physical Interactions with Science Simulations to Promote Understanding of Gas Behavior,2015.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,Z USA SENSOR DE TEMPERATURA,
"Shallow-depth 3d interaction: design and evaluation of one-, two- and three-touch techniques",2007.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Shared Design Space: Sketching Ideas Using Digital Pens and a Large Augmented Tabletop Setup,2006.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based",Tangibility,Colaboração presencial,Anoto pens,
Sharing and building digital group histories,2002.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,,
Side-by-Side Human–Computer Design Using a Tangible User Interface,2019.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,reacTable,
Sketch-Play-Learn - An Augmented Paper Based Environment for Learning the Concepts of Optics,2015.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Sketched menu: A tabletop-menu technique for GUI object creation,2010.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
SkyAnchor: Optical Design for Anchoring Mid-air Images onto Physical Objects,2016.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Tangible-Tokens,Tangibility,Usuário único,,
SkyHunter: a multi-surface environment for supporting oil and gas exploration,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Multi-Device,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40 + Multi-Device + Kinect,40”
Soccer tactics analysis supporting system displaying the player's actions in virtual space,2014.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Solar scramble: An educational children's game for collaborative multi-touch digital tabletops,2010.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,SMART Table,
Songexplorer: A tabletop application for exploring large collections of songs,2009.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Sparse Tangibles: Collaborative Exploration of Gene Networks using Active Tangibles and Interactive Tabletops,2016.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Tangibility, Touch",Colaboração presencial,,
Spatially aware tangible display interaction in a tabletop environment,2012.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Rear-Projected, Front-Projected",Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
SpiroSurface: A Repulsive and Attractive Force Display for Interactive Tabletops Using a Pneumatic System,2018.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Touch,Usuário único,,
Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Storage bins: Mobile storage for collaborative tabletop displays,2005.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,SMART Board,
StoryCrate: Tabletop storyboarding for live film production,2012.0,Scopus,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,StoryCrate,65”
StoryGrid [educational computing],2005.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,
StoryGrid: a tangible interface for student expression,2005.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,
"StorySpace: technology supporting reflection, expression, and discourse in classroom narrative",2004.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,
Strategic Tabletop Negotiations,2007.0,Springer Link,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Study on generic tangible objects used to collaborate remotely on RFID tabletops,2018.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,TangiSense,Embedded,Tangible-Tokens,Tangibility,Colaboração remota,,
Subject-Oriented BPM = Socially Executable BPM,2013.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Subject-Oriented Elicitation of Distributed Business Process Knowledge,2011.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Subjective User Experience and Performance with Active Tangibles on a Tabletop Interface,2015.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Samsung Sur 40,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40 + Active Tangibles,40”
Supporting Collaborative Decision in Architectural Design with Synchronous Collocated 4D Simulation and Natural User Interactions,2014.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Multi-Device",Electrical-Based,Multi-touch,Colaboração presencial,,
Supporting Effective Interaction with Tabletop Groupware,2006.0,IEEE Digital Library,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Supporting Situation Awareness in Collaborative Tabletop Systems with Automation,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,69”
Supporting active reading on pen and touch-operated tabletops,2012.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Electrical-Based, Pen","Gesture, Multi-touch, Tangibility",Usuário único,DiamondTouch + Anoto Pen,42”
Supporting air traffic control collaboration with a TableTop system,2011.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Supporting casual interactions between board games on public tabletop displays and mobile devices,2009.0,Scopus,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,
Supporting medical conversations between deaf and hearing individuals with tabletop displays,2008.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Supporting opportunistic search in meetings with tangible tabletop,2012.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based","Speech, Tangibility",Colaboração presencial,TinkerLamp,
Supporting sandtray therapy on an interactive tabletop,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,SMART Table,
Supporting the Assessment of Collaborative Design Activities in Multi-tabletop Classrooms,2015.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,"Multi-Device, Front-Projected","Pen, Sensor-Assisted-Vision-Based",Tangibility,Colaboração presencial,,
Surface Ghosts: Promoting Awareness of Transferred Objects during Pick-and-Drop Transfer in Multi-Surface Environments,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Pure-Vision-Based,Multi-touch,Colaboração presencial,,
Surface air hockey: a step towards smart tangibles,2016.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
T3: Rapid Prototyping of High-Resolution and Mixed-Presence Tabletop Applications,2007.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Pen,Tangibility,Colaboração remota,,
TAPAS: A tangible End-User Development tool supporting the repurposing of Pervasive Displays,2017.0,Science@Direct,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
TMAR: Extension of a Tabletop Interface Using Mobile Augmented Reality,2008.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,ARTable,
